dish_name,description,spice,views,rating,number_of_votes,serves,dietary_info,ingredients,instructions,prep_time,cook_time
Kedgeree,Spice rice with smoked fish,mild,70038,3.9,45.0,4.0,['LOW-CALORIES'],"['2 large free-range eggs', '700g smoked haddock fillets, boned', '2 fresh bay leaves', '170g basmati rice', 'salt to taste', '½\xa0tbsp ghee', '3cm piece fresh ginger, grated', '1 bunch of spring onions, finely chopped', '1 clove garlic, peeled and finely chopped', '1 tsp cumin seeds, crushed', '½\xa0tsp turmeric', '2 tsp mustard seeds', '2 tomatoes, finely chopped', 'juice of 2 lemons', '2 good handfuls fresh coriander, chopped', '1 fresh red chilli, finely chopped']","['Boil the eggs for 10 minutes, then hold under cold running water.', 'Put the fish and bay leaves in a shallow pan with enough water to cover. Bring to the boil, cover and simmer for about 5 minutes, until cooked through. Remove from the pan and leave to cool. Remove the skin from fish, flake into chunks and set aside.', 'Cook the rice in water for about 10 minutes and drain. Fork through and leave to cool leave in the fridge until needed.', 'Melt the ghee in a pan over a low heat and add the mustard and cumin seeds.', 'Stir in the ginger, onion and garlic. Soften for about 5 minutes, and add the turmeric, salt and chilli. Cook for a further few minutes, then add the chopped tomatoes and lemon juice.', 'Stir in the cooked rice and heat through then add the fish. Once piping hot remove from the heat and add the fresh coriander.', 'Slice the eggs into quarters and place on top of the rice to serve.']",10,20
Keema Burrito,Keema Roti Roll,medium,26421,4.0,15.0,4.0,['HEALTHY'],"['250g Roti flour', '½ tsp salt', '2 tsp Rapeseed oil', 'water']","['In a bowl or stand mixer, mix flour, salt and oil together. Knead to a soft dough.', 'Cover the dough with a damp cloth and leave to rest for 20 minutes.', 'When you are ready to cook, heat your tava or frying pan to a medium heat.', 'Roll out the roti and place on the pan to cook. Once it changes colour a little, turn and cook the other side. Place in a tea towel to keep warm.']",10,20
Kukul Mass,Sri Lankan Chicken Curry,hot,15626,3.7,13.0,4.0,['LACTOSE-FREE'],['8-10 chicken pieces (thighs and drumsticks - skin on)'],"['In a pan toast the cumin, coriander, fennel and black peppercorns. If you don’t like using whole spices you can also add the cardamom, cloves, and cassia at this stage rather then in step 4.', 'Grind everything in a spice grinder to a powder. Add turmeric and paprika to the ground spices and mix well to combine.', 'Sprinkle the spice mix over the chicken and set to one side.', 'Heat the coconut oil in a wide pan and add the cardamom pods, cloves, dried red chillies, cassia bark or just the curry leaves if you added the whole spices in step 1. Fry for a minute then add the diced onion and cook until golden.', 'Stir in the garlic, ginger and chopped chillies - cook for a few minutes. Let it catch a little on the bottom and then if you are using tomatoes you can add them now. Stir to break them down (I prefer this recipe without tomatoes).', 'Add the chicken to the pan and coated with the onions then sprinkle in 1 tsp salt and kewra water (if using).', 'Add the coconut milk, the bruised lemongrass, cover and cook on a low heat for 40–50 minutes.', 'Toast the coconut shavings until golden and sprinkle over the curry to serve.']",10,50
Lamb Jalfrezi,Lamb with Peppers,hot,186763,3.3,159.0,4.0,['LACTOSE-FREE'],"['400-600g lamb shoulder, trimmed and chopped']","['Heat oil in a pan, add the cumin seeds, chilli and garlic and fry until lightly browned.', 'Add the chopped tomatoes, salt and turmeric then cook so the tomatoes break down to make a lovely thick gravy.', ""Add the lamb and stir to coat the pieces. Reduce the heat and place the lid on the pan and leave to cook for 30-40 minutes on a low heat until it's soft and tender."", 'In a separate pan heat some oil and add the cumin seeds, once fragrant stir in the chunky onions and peppers, tomato and the chilli then stir fry. You can cook these as much or as little as you like. I prefer mine with a bit of a crunch.', 'Stir in the garam masala for added body and depth.', 'Once the lamb is cooked and the sauce has reduced stir in the garam masala fried vegetable mix.']",20,40
Lemon Masala Chicken,Lemon Chicken Curry,medium,22441,3.1,47.0,4.0,['LACTOSE-FREE'],"['8 pieces of chicken on the bone, skinned or thigh fillets']","['Put the chicken into a large bowl and sprinkle with the chilli powder, turmeric, garam masala, ground coriander, black pepper, salt, lemon juice and stir to coat. Leave for 10 minutes.', 'Heat 1 tbsp oil and add cumin seeds until they sizzle.', 'Add the sliced onion and stir through until they start to colour and turn golden.', 'Add the garlic and then stir in the ginger and all the chillies.', 'Add the curry leaves then add the chicken pieces and coat with the mixture on a high heat to seal the meat.', 'Reduce the heat to low add the two slices of lemon and place the lid on the pan. Leave to cook for about 20-40 minutes (depending on the meat you use).', 'Stir every now and again until it’s cooked through and the chicken is coming away from the bone.', 'Remove from the heat and squeeze in the lemon, sprinkle with coriander and serve.']",10,30
Lemon Rice,Nimbu Chaul,medium,104745,4.3,40.0,4.0,['VEGETARIAN'],"['4 tbsp vegetable oil or 2tbsp coconut oil', '1 tsp mustard seeds', '7-10 curry leaves', '3 green chillies', '1 tsp salt', '½\xa0tsp turmeric', '2 tbsp peanuts or\xa0cashew nuts', '2 lemons', '200g Basmati rice']","['Wash the rice until the water runs clear.', 'In a wide based pan add the washed rice, pour in 500ml of water (twice the amount of water to rice). Bring the water to a rolling boil, reduce the heat to the lowest setting and place the lid on the pan. Leave to cook for 12 minutes.', 'Remove from the heat, very gently fork through it and leave to cool.', 'In a separate pan heat the oil and add the mustard seeds. As they begin to splutter add the peanuts or cashews and fry to a golden brown colour. Add the turmeric powder, the curry leaves, green chillies and salt - fry for a minute.', 'Remove from the heat and stir into the rice.', 'Squeeze in the juice from the lemon and mix through carefully until all the rice is beautifully bright yellow.']",30,10
Maacher Jhol,Bengali Fish Curry,medium,54701,4.0,20.0,4.0,['LACTOSE-FREE'],"['4 large fish steaks (Kingfish, Salmon, Halibut)', '1 tsp turmeric powder', '½ tsp salt', '3 tbsps mustard oil', '10 minature potatoes', '1 large bay leaf', '5 green cardamom pods, bruised', '1 tsp cumin seeds', '1 tsp mustard seeds', '1 large onion', '5 cm ginger, crushed', '3 garlic cloves, crushed', '1 fresh chilli, finely chopped', '2 tomatoes, finely chopped', '½\xa0tsp turmeric powder', '1 tsp coriander seeds, crushed', '2 tbsps Greek yogurt', '2 green chillies, sliced lengthways', 'handful of fresh, green coriander, finely chopped']","['Wash the fish and pat dry with some kitchen paper. Place onto a dish and sprinkle with turmeric powder and salt. Rub this into the fish and set aside for 30 minutes.', 'In the meantime blitz the onion to get a paste.', 'When the fish has marinated, heat the mustard oil in a pan and fry the pieces of fish until each one is golden on both sides.\xa0Be gentle with the fish while it cooks then set to one side.', 'Use the same oil or add more if required and fry the potatoes until they are golden. Drain on kitchen towel and set to one side.', 'If needed add a little more oil and heat on medium heat. Add the\xa0bay leaf, cardamom pods and cumin seeds.', 'Once fragrant add the onion paste with the crushed ginger and garlic and fry for about 10 minutes.', 'Just as they turn golden in colour add the tomatoes, turmeric powder, crushed coriander seeds and chopped chillies.', 'Stir until fragrant then spoon in the yogurt and mix well.', 'Fry this for about 10 -15 minutes until it becomes shiny the add 1 or 2 cups of hot water.', 'Stir in the fried potatoes and bring the sauce to a boil. Reduce the heat and leave the potatoes simmering to cook through.', 'Once they are soft and cooked through add the fried pieces of fish and stir gently.', 'Cook for a few minutes then remove from the heat and sprinkle with the chopped coriander leaves and sliced chillies to garnish. Serve immediately with some plain rice']",5,30
Mackerel Fry,Masala Fried Mackerel,medium,84817,4.0,17.0,2.0,['LACTOSE-FREE'],"['5 black peppercorns', '1 tsp chilli powder', '1 tsp cumin seeds', '1 tsp coriander seeds', '½\xa0tsp turmeric', 'salt to taste', '1 lemon', '3cm piece ginger, crushed', '2 cloves garlic, crushed', '2 whole mackeral', '1 tsbp vegetable oil']","['In a pestle and mortar crush the pepper, cumin, and coriander seeds and place into a bowl', 'Then crush the ginger and garlic and add to the bowl as well.', 'Mix in the chilli, turmeric, salt and juice from the lemon to make a paste.', 'Put slits down the sides of the fish and smear the paste over the fish', 'Cook the fish in a frying pan on a gentle heat for about 4-5 mins on each side', 'Pour the oil over the fish at the end and it will crisp up and serve with a radish salad']",5,10
Mango Kachumber,Mango Salsa,medium,47890,4.4,16.0,4.0,['VEGETARIAN'],"['1 red onion, very finely diced', 'Handful fresh coriander leaves, chopped', '½\xa0red chilli, finely chopped', 'Juice of one lime', '1 large ripe mango, pitted and cubed', '½ tsp kalongi seeds']","['Finely dice the onion, mango.', 'Chop the coriander and chilli.', 'Combine the onion, coriander and chilli in a bowl', 'Add the lime juice, mango cubes and kalongi seeds.', 'Leave to stand for 10 minutes and stir before serving.']",10,0
Mango Lassi,Frozen Mango Yoghurt Drink,none,46882,4.6,12.0,4.0,['LOW-CALORIES'],"['1 mango, peeled, stoned and chopped', '4 tbsp Greek yoghurt', 'Splash of cold milk', '3 tsp of sugar (or to taste)', '1 handful of ice cubes', 'Sprinkle of cardamom powder']","['Put the yoghurt, milk, mango, sugar, ice into a blender and blitz until smooth.', 'Pour the mixture into a tumbler and sprinkle with some cardamom powder.']",10,0
Marrow Curry,40 mins,medium,596269,3.2,1266.0,4.0,['VEGETARIAN'],"['1 tbsp rapeseed oil', '1 tsp cumin seeds', '1 tsp mustard seeds', '1 large onion, peeled and chopped', '2-3 garlic cloves, peeled', '200g tin plum tomatoes', '1 tbsp of fresh ginger, grated', '1-2 green chillies, chopped', '½\xa0tsp turmeric', '½ tsp chilli powder', '1\xa0tsp salt', '1 large marrow (approx 1-1.5kg)', '1 tsp garam masala', 'handful fresh coriander']","['Heat oil and add the cumin and mustard seeds. Once they sizzle and become fragrant add the onions. Fry for about 6-7 minutes until they become translucent and just golden brown.', 'Add the garlic and cook on a gentle heat for a few minutes. In the meantime, wash and chop the marrow into 3-4cm chunks. If your marrow is an older marrow then you may also need to peel it as the skin can be tough. You may also need to remove the seeds and soft central part of the marrow.', 'Add the tomatoes to the pan and stir in the grated ginger, chilli powder, turmeric, salt, and green chilli. Stir for a few minutes until the\xa0masala in thick and shiny.', 'Add the chopped marrow and bring the pan to a simmer. Cover, then turn the heat to low and cook for about 20-30 minutes. Do check and stir occasionally.', 'When the marrow has cooked to the texture you like, remove from the heat and add the garam masala and coriander to serve.']",10,30
Masala Dosa,Crisp Lentil Pancakes,medium,27530,4.6,12.0,6.0,['VEGETARIAN'],"['190g rice', '105g white lentils (split urid with skin removed)', '20g split chana lentils', '1 tsp fenugreek seeds', '1 tbsp oil', '1 tsp salt']","['Wash and soak the lentils, rice & fenugreek seeds in enough cold water to cover the mixture by about an inch.', 'Leave at room temperature for a minimum of 6 hours or overnight.', 'Blend the lentils and rice with some of the water to create a grainy batter. It should be of a pouring consistency with a slightly rough texture. Empty the batter into a bowl and leave to ferment overnight at room temperature (not too cold).']",2880,10
Masala Gosht,Lamb Chop Curry,medium,96424,3.3,112.0,6.0,['GLUTEN-FREE'],"['1 tbsp rapeseed oil', '800g-1kg lamb chops, trimmed', '2 large onions, peeled and roughly diced', '3cm piece ginger, grated', '6 cloves garlic, peeled', '1 tsp chilli powder', '1 tsp turmeric', '1 heaped tsp cumin seeds, crushed', '2 tsp coriander seeds, crushed', '2 tsp Kasoori methi', '1 tsp salt (or to taste)', '200g plum tomatoes', '145ml Greek yoghurt, beaten', 'Large handful fresh coriander, chopped', '1 tsp garam masala', '2 green chillies, sliced']","['Blitz the onions in a blender.', 'Heat the oil in a large pan and add the onions, cook on a high heat for about 5 minutes.', 'Reduce the heat and leave to cook until the onions start to brown. If they catch on the bottom of the pan, add a little water and continue to cook for about 20 minutes.', 'In a blender blitz the ginger, garlic and green chillies and add to the pan once the onions have browned. Stir and cook for a further 5-6 minutes until the garlic is cooked.', 'Place the chops into the pan and sear both sides before reducing the heat.', 'Blend the tomatoes with a stick blender until smooth and add to the pan', 'Crush the coriander and cumin seeds in a pestle and mortar and stir into the pan along with the turmeric, red chilli powder, Kasoori methi and salt.', 'Turn up the heat to bring everything up to a simmer, and then reduce the heat.', 'Place the lid on the pan and leave to simmer gently for 30 minutes.', 'Beat the Greek yoghurt and add a table spoon at a time, mixing in between each spoonful to ensure it is fully absorbed. Leave to cook for a further 20–30 minutes until the meat is tender.', 'Add a little hot water if you want more of a gravy, and then stir in the garam masala and top with fresh coriander to serve.']",15,60
Melon Soup with a hint of Chilli,Spiced Melon Soup,none,19117,4.3,4.0,4.0,['VEGETARIAN'],"['1 melon', '2 green chillies very finely\xa0chopped', 'squeeze of lemon', 'salt to taste', 'pinch of cumin seeds, toasted and crushed']","['Cut open a melon and remove the seeds and remove the flesh from the skin.', 'Place in a blender and blitz.', 'Pour through a sieve to remove all the fibers.', 'Add the chopped chilli to the sieved melon, mix and leave to infuse for and hour or so.', 'When you are ready to serve, add a little salt and a squeeze of lemon and stir then sieve again.', 'Pour into small bowls or little glasses to serve and top with some roasted cumin seeds.']",10,0
Mint and Coriander Chutney,Pudina Thania Chutney,medium,31700,3.9,16.0,6.0,['VEGETARIAN'],"['30g fresh mint leaves', '30g fresh coriander leaves', '1 green chilli ( add more chillies if you want the chutney to be spicy)', '½ inch ginger, roughly chopped', 'salt to taste']","['In a blender grind all the ingredients to a smooth paste using little water.', 'Store in an airtight container in the refrigerator until required.']",0,0
Mint and Coriander Dip,Coriander and Mint Raita,mild,43668,3.6,24.0,6.0,['VEGETARIAN'],"['50g of mint leaves', '50g of coriander leaves', '1 fresh chilli', '½\xa0tsp salt', '3 tbsp Greek style yoghurt', '½\xa0tsp garam masala', 'sprinkle of chilli powder']","['Put the chilli, mint, coriander and salt into a blender and whizz together to make a smooth paste (you may need to add a dash of water too).', 'Place into to a bowl and stir in the yoghurt and garam masala.', 'Sprinkle over the chilli power and serve straight away.']",5,5
Mint Chutney,Pudina Chutney,hot,89265,4.0,35.0,4.0,['VEGETARIAN'],"['Large bunch of fresh mint leaves', '1 onion cut into chunks', '1 tsp salt', '1 green chilli (add more for more heat)', '1 or 2 lemons']","['Slice the lemon in half and slice off the rind, remove any pips and\xa0chop the flesh into quarters.', 'Remove the leaves from the mint, discarding the stalks and remove the chilli stems too.', 'Place the mint, lemon, salt, chillies and onion into a blender and blitz until you get a fine blended chutney.']",5,5
Mint Lassi,Salted Mint Yoghurt drink,none,34365,3.4,12.0,4.0,['VEGETARIAN'],"['500ml Greek yoghurt', 'water', 'Handful fresh mint leaves', '1 tsp black salt', '1 tsp roasted cumin seeds', 'mint leaves to garnish', 'ice cubes']","['Put the yoghurt, mint, a splash of water into a blender and blitz to make a smooth drink. add more water if required.', 'Roast the cumin seeds in a pan and grind to a powder in a pestle and mortar.', 'Add half the salt and the roasted cumin powder to the yoghurt mixture.', 'Blend again and check the seasoning and add a little\xa0more salt if required.', 'Put the ice cubes into the glasses and pour the lassi over them, top with a couple of mint leaves.']",10,0
Mint Raita,Quick Mint Yoghurt Sauce,,88641,3.4,156.0,4.0,['LOW-CALORIES'],"['100ml natural set yoghurt', 'Splash of milk', '1 tbsp mint sauce', '1 tsp garam masala']","['Put the yoghurt into a bowl, add a splash of milk to create a runny consistency.', 'Stir in the mint sauce.', 'Stir in the garam masala.', 'Garnish with a sprig of mint and refrigerate until required.']",5,5
Missi Roti,Unleavened Spiced Flat Bread,mild,26515,4.1,26.0,4.0,['VEGETARIAN'],"['120g gram flour', '120g atta (whole wheat Flour)', '1 onion, finely chopped', '1 green chilli, finely chopped', '2 tbsp yoghurt', '¼\xa0tsp carom Seeds (ajwain)', '¼\xa0tsp turmeric', '½\xa0tsp Kashmiri chilli powder', '1 tsp garam masala', '¼ tsp amchoor powder (dry mango powder)', '2 tbsp methi leaves (fenugreek leaves - fresh or dried)', '2 tbsp chopped coriander leaves', '2 tsp ghee or rapeseed oil', 'Salt to taste', 'water or milk (if required)']","['Add everything into mixing bowl apart from the milk or water - gram flour, whole-wheat flour, finely chopped onion, chopped green chilli, carom seeds, yoghurt, dry mango powder, turmeric, red chilli powder, garam masala, 2 tsp ghee or oil and salt.', 'Mix all ingredients with your hand then add water or milk a little at a time if needed. Knead the dough to a smooth and soft mixture. Cover it with a tea towel and set to one side for 10 minutes. The dough will be a little more sticky compared to just a flour dough.', 'Grease the dough with a little oil and knead it again.', 'Put a little oil on your hands and divide it into 8 equal portions. Roll them into balls and set to one side.', 'Heat a tava, griddle or frying pan over medium heat.', 'Ensure you have some flour on a plate for dusting then take one ball and flatten it out in the dusting flour on both side.', ""Using a rolling pin, start to roll out the dough into a thick round roti (approx 5-6 inch diameter). You don't want these to be too thin."", 'Once the tava has warmed up place one roti and let it begin to cook. Tiny bubbles will starts to rise on top surface. Flip it and reduce flame to low.', 'Spread a little ghee on the surface using a spoon and continue to cook for about a minute.', 'Flip it over and increase the heat, spread a little more ghee on this side and cook for about 30 seconds.', ""Flip again and cook until it's golden and brown spots appear evenly on both the sides. You may need to flip it a couple more times."", 'Place the cooked roti on a plate lined with kitchen roll. Repeat with the remaining balls of dough and serve immediately.']",30,5
Monkfish Curry,35 mins,mild,66007,3.1,125.0,4.0,['CONTAINS-COCONUT'],"['800g of monkfish fillet, cut into cubes', '4 tomatoes, roughly chopped', '200ml of hot water', '1 tbsp coconut oil', '½\xa0tsp of black or brown mustard seeds', '½\xa0tsp of fenugreek seeds', '10 fresh curry leaves or 15 dried', '1 inch piece ginger, cut into julienne', '1 onion, finely sliced', '3-4 green chillies, sliced', '½\xa0tsp turmeric', '1 tsp cumin seeds', '3 tsp of coriander seeds', '1 tsp of Kashmiri chilli powder', '100ml of coconut milk', '1 tsp salt', '1 lime']","['Wash the monkfish cubes and leave to drain.', 'In a blender, pulse the tomatoes into a purée with 200ml of water and set aside.', 'Slice the ginger, chillies and onions.', 'Heat 1 tbsp of coconut oil over a medium heat, then add in the mustard seeds.', 'Once they are crackling, stir in the fenugreek seeds followed by the curry leaves.', 'Dont let the fenugreek seeds colour then add the ginger, sliced onions and chillies. Stir and leave to cook until the onions are golden brown (10 minutes).', 'Stir in the puréed tomatoes and increase the heat.', 'Crush the cumin and coriander seeds in a pestle and mortar and add to the sauce with the turmeric and chilli powder.', 'Partially cover the pan and turn up the heat so that it starts to boil, leave the tomatoes to reduce and thicken for about 10-20 minutes.', 'Turn down the heat and pour in the\xa0coconut milk and salt to taste. Bring the curry back to the boil and reduce to a simmer.', 'Place in the pieces of fish and allow it to cook for about 2-3 minutes until\xa0the fish is just cooked through, then remove from the heat.', 'Squeeze in the juice of lime and check the seasoning. Serve immediately with some plain Basmati rice.']",5,30
Moong Masoor di Dhal,Red lentil and split mung lentil dhal,medium,75376,4.1,30.0,6.0,['VEGETARIAN'],"['100g of split red lentils washed', '100g split mung beans washed', '900ml water 1 tsp salt']","['Place the red lentils in a pan with the salt, cover with the water and bring to the boil.', 'Remove the froth and add the split mung beans.', 'Reduce the heat and put the lid on the pan - leave to simmer for 15 minutes.', 'Check the lentils are cooked by squeezing them between your fingers. Once soft remove from the heat.', 'In a frying pan heat the oil or butter.', 'Using a fork pierce the red chillis and add to the pan with a bay leaf and the cumin seeds. When the seeds sizzle, remove the chilli and set to one side for your garnish.', 'Add the onion and garlic and fry until lightly browned.', 'Reduce the heat and add the tomatoes, ginger, turmeric, and the chopped chilli. Gently let the ingredients cook down to make a thick dry paste (10 mins).', 'Add a ladle full of the cooked lentils (dhal) to the masala paste in the frying pan and stir together, then empty all the contents back into the pan with the lentils and stir.', ""It should have the consistency of a thick soup but if it's too thick just add a little boiling water and remove from the heat."", 'Stir in the garam masala, coriander and top with the whole chillis to serve.']",10,20
Morel Mushroom Pilau,Kashmiri Gucchi Pilau,none,35005,3.8,18.0,6.0,['VEGETARIAN'],"['300g white basmati rice', '¼ tsp saffron strands', '1 tsp screw pine water (or 1 tbsp rosewater, or jasmine flower water)', '150g fresh morel mushrooms', '75g ghee or 3-4 tbsp rapeseed oil', '½\xa0onion, sliced', '3cm ginger, sliced into thin strands', '4 black cardamoms, lightly crushed', '6 green cardamoms, lightly crushed', '10cm piece cassia bark, broken', '6 cloves', '3 dried bay leaves', '75g almond slivers', '1 tsp salt', '¾ litres cold water', '1 tsp garam masala', 'fresh coriander leaves, chopped']","['Wash the rice in several changes of cold water until the water runs clear and set to one side.', 'Soak the saffron strands in the screwpine water or flaower water and leave for later.', 'Rinse the mushrooms and cut them in half lengthways.', 'Heat the ghee or oil in a wide heavy-bottomed saucepan and add the whole spices with the bay leaves. Stir for a few minutes until you can smell the fragrance from the spices.', 'Stir in the sliced onions and cook for about 5 minutes before adding the ginger.', 'Next add the prepared mushrooms and almonds, and sauté for a couple of minutes until the nuts begin to brown.', 'Add the washed rice to the mushroom mixture and sauté for a few minutes until the grains of rice become shiny.', 'Pour in the saffron mixture and salt. Add the cold water and bring the rice to the boil.', 'Reduce the heat to the lowest setting and cover with a lid. Let the rice cook undisturbed for 15 minutes.', 'Check to see whether the rice is cooked by pressing a couple of grains between your fingers. Remove from heat and set aside.', 'Sprinkle the rice with garam masala and coriander leaves just before serving.']",5,20
Mushy Pea Curry,Muttar Masala,medium,75443,3.5,79.0,4.0,['VEGETARIAN'],"['300g fresh tomatoes, roughly chopped', '1 small onion, roughly chopped', '150g fresh coconut', '5 cloves of garlic', '2 cm ginger, roughly chopped', '3 fresh green chillies (amend to personal taste)', '2 tbsp oil', '1 tsp cumin seeds', '½ tsp turmeric', '½ tsp red chilli powder', '400g tin marrow fat peas or frozen peas', 'Salt to taste', '1 tsp coriander, chopped']","['To make the masala, blend the tomatoes, onion, coconut, garlic, green chillies and ginger to a paste with 200ml of water.', 'Heat oil in a pan and add the cumin seeds until fragrant.', 'Pour the blended mixture into the pan and cook for about 10 minutes.', 'Add in the turmeric and chilli powder and stir. Leave this to cook so it thickens and the starts to make a masala.', 'Stir in the green peas with about 50ml of water and stir.', 'Continue to cook until the peas are soft and cooked through.\xa0Taste and adjust the season if required.', 'Sprinkle with some fresh coriander to serve with some rice.']",10,20
Paapri Chaat,Chickpea chaat,medium,39856,4.1,35.0,6.0,['VEGETARIAN'],"['200g plain flour', '40g oil', 'salt, to taste', '1 tbsp ajwain seeds', 'Vegetable oil for frying']","['Add the flour to a bowl and mix in the salt and ajwain.', 'Add the oil and start to knead to form a dough.', 'Make small balls with the dough slightly\xa0bigger than the size of a gooseberry.', 'Roll them out so they are about 4-5 cm in diameter.', 'Place a large, deep pan or a wok on a gentle heat and pour in the vegetable oil and allow it to get hot.', ""To test if it's hot enough, drop a tiny piece of dough into the pan – if it floats to the surface and starts to sizzle, it's ready."", ""Very gently slide in one circle of dough and fry for 2 to 3 minutes. Then using your spoon to push them under the oil, then carefully flip them over and continue cooking for 1 minute, until it's golden and crisp. Transfer to a kitchen paper to drain, and repeat with the remaining dough.""]",40,15
Papad,Poppadoms,mild,37082,3.3,29.0,4.0,['VEGETARIAN'],"['4oz Urid flour', '2oz rice flour', '½ tsp turmeric powder', '½ tps pink rock salt', '2 tsp coconut oil', '40ml water']","['Put the flours, turmeric and rock salt into a bowl and mix. (You can also add spices at this stage cumin, ground black pepper, ajwain, garlic powder, chilli flakes are all good.)', ""Add the coconut oil and add the water a little at a time and stir to make a stiff dough. Knead until it's smooth."", 'Wrap the dough in cling film and let it sit for an hour.', 'Split the dough into 6 equal sized balls and roll out to 1mm thickness. You will need to use flour to dust your surface.', 'Place the rolled out poppadoms on some kitchen roll to dry for 20 minutes. You can also leave them in the sun to dehydrate and store them in an airtight container at this stage.', 'Heat oil in a wok drop in a little of the dough if it sinks and rises then the oil is ready.', 'Gentle place one poppadom into the oil and push under the oil until it bubbles and turns golden. Remove and set on some kitchen roll. Repeat with the remaining popadoms.']",90,5
Patra Ni Machi,Fish with Green Chutney,medium,58177,4.1,31.0,4.0,['CONTAINS-COCONUT'],"['4 seabass or pomfret\xa0steaks', '100g fresh coconut, grated', '3 green chillies', '50g coriander, washed', '50g mint leaves, washed', '4cm piece of ginger', '3 garlic cloves', '½\xa0tsp cumin powder', '¼\xa0tsp turmeric powder', '½\xa0tsp salt', '1 lemon', '1 large banana leaf washed thoroughly, central spine removed', '1 tbsp vegetable oil']","['Put the fish steaks on a tray and squeeze the lemon over them with a sprinkle of salt and turmeric.', 'Rub this over the fish and set to one side for 20 minutes.', 'Crush the cumin seeds. Put the coconut, green chillies, coriander and mint leaves, ginger and garlic, a little salt and the crushed cumin into a blender and grind to a smooth paste.\xa0And a dash of water if required.', 'Coat the pieces of fish all over and keep aside.', 'Pat dry the banana leaf pieces and smear lightly with a little oil on the smooth side.', 'Place one piece of fish in the center of each piece of leaf and wrap into a neat parcel. Tie with twine from the leaf or with a toothpick.', 'This can either be griddled or cooked in a steamer for 15 minutes. Serve it all wrapped up with a some rice.']",5,30
Pea and Ham Soup with Chilli and Cumin,Spiced Ham and Pea Soup,mild,6568,4.7,3.0,4.0,['WHEAT-FREE'],"['1 ham knuckle, or cured ham hock', '1 celery stick, roughlt chopped', '1 onion, roughly chopped', '1 carrot, roughly chopped', '1 bay leaf']","['Soak the ham hock in water overnight. Discard the water.', 'Put it into a deep pan and cover completely with fresh cold water. Bring to the boil then simmer gently. You may need to skim the surface of the liquid.', 'Add the celery stick, onion, carrot and bay leaf to the ham.', 'Cook this for 2 hours and 30 minutes. Top with more water as and when required.', 'Remove the ham from the water and leave it to cool. Strain the cooking liquid through a sieve and save 2L to use as the stock for the soup. I usually freeze the extra stock.', ""Chop the onion and celery so it's nice and fine (you can use a blender)."", 'Heat a large pan and add the butter.', 'Add 1tsp of cumin seeds until fragrant and then add the celery and onion mixture.', 'Sweat for 4–5 minutes and add the garlic and chopped green chilli. Stir for a minute or two but do not let it colour.', 'Add the green split peas and stir through for another 2–3 minutes.', 'Pour in the strained ham stock and another bay leaf and a twist of black pepper.', 'Bring it to the boil, then leave to simmer for 2 hours and 30 minutes until the peas are fully cooked through. I also like to add a handful of frozen green peas halfway through.', 'Blitz with a hand blender to create a smooth soup.', 'Once the ham has cooled shred the meat and mix it into the soup. Save some to sprinkle on top when serving too.']",720,300
Pilchard Curry,Fish Curry from a Can,medium,157627,3.2,212.0,4.0,['LACTOSE-FREE'],"['2 x 425g tin of pilchard in tomato sauce', '1 tbsp oil', '1 onion, sliced', '½\xa0tsp carom seeds', '2 cloves of garlic, sliced', '2 tsp ginger, grated', '1 chilli, chopped', '1 tsp salt', '1 tsp turmeric', '1 tsp dried fenugreek leaves (kasoori methi)', 'Handful of fresh coriander, chopped']","['Heat oil in a pan and add carom seeds. When the carom seeds start to sizzle add the sliced onion and garlic then fry until lightly brown.', 'Reduce the heat and add ginger, chilli, turmeric, salt, fenugreek and fry until aromatic (about 5 mins). If the spices stick just add a dash of water to loosen.', 'Open the tin of pilchards and pour in the tomato juice keeping the fish behind.', 'Cook everything to create a thick masala paste which becomes nice and shiny.', ""Gently place the fish into the masala and heat. Be careful not to stir as you don't want the fish to break up. If it looks a little dry, add some hot water."", 'Remove from the heat and add garam masala and a good pinch of coriander to serve.']",10,20
Pineapple Curry,Pineapple Curry,medium,15283,3.6,12.0,2.0,['CONTAINS-COCONUT'],"['1 Pineapple, peeled, cored and diced', '1 tbsp coconut oil', '1 tsp mustard seeds', '4 cardamoms', '2cm piece cassia bark', '1 onion, diced', '4 garlic cloves, minced', '3cm piece fresh ginger, grated', '1 red chilli, sliced', '1 tsp turmeric', '1 tsp lemon pepper, crushed (or just black pepper)', '½ tsp chilli powder', '½ tsp salt, or to taste', '400ml coconut milk']","['Heat the coconut oil and add the mustard, cardamom and cassia bark until the seeds pop.', 'Add the diced onion and stir though until translucent', 'Add the garlic and stir to cook for about 5 minutes.', 'As the onions just start to brown add the ginger, chilli, turmeric, pepper, chilli powder and stir.', 'Add the pineapple pieces and coat with the masala spices.', 'Pour in the coconut milk and turn up the temperature to bring to a simmer.', 'Put the lid on and leave it to simmer gently for 30 minutes or until you are happy with how much the pineapple has softened - I preferred mine soft.']",10,30
